text,airline_sentiment,label
held flight group nearly people,negative,0
hour half came back damaged happy,negative,0
miss whole days worth work tomorrow suree guys care,negative,0
nice work update,positive,1
seriously tweet let people know got customers hold hours,negative,0
cover cost car service waiting time,negative,0
trying check flight line working amp agents busy take call,negative,0
big thanks gate agent flt keeping us informed delay greatcustomerservice,positive,1
give one thing consistent unfortunately consistent job well alwaysdelayedonunited,negative,0
woman working counter philly needs fired due bad weather along passengers,negative,0
trying desperately rebook moms flight waited hours callback got disconnected call back help,negative,0
elizabeth washington dulles hooked new connecting flight gate super pleased,positive,1
hold hr min willing hang long answered min u yet,negative,0
raleigh updated southern states advisory,negative,0
husband year old son stuck overnight dc thanks crew members arguing boarding flight,negative,0
unamerican airlines lies poor customer services,negative,0
love appreciate fact guys rarely cancelled flight flights time need cancelled flightlation time,positive,1
awesome love flying swa,positive,1
ua cancelled flightled delayed flight booking problems still miles home least acknowledge cancelled flightlation,negative,0
want waste time airline already robbed hours day definitely,negative,0
call system fucking joke,negative,0
medical issue late flight yesterday need change flight today hold hour still,negative,0
arrived airport told ticket refunded name fraud alert,negative,0
something telling us,negative,0
issue website logging app know entering info correctly cannot sign,negative,0
jp dm message get dm,negative,0
hours phone yesterday really still pick status us air flight,negative,0
worst customer service flights always delayed,negative,0
waiting flight right thanks,positive,1
customer service horrible,negative,0
contact people still answers keep sending keep sending,negative,0
days contact human apology letter yucki read soon,negative,0
would nice offered flight credit especially since staring empty overhead room,negative,0
sure thing,positive,1
know ua delayed x getting crazy already overnight delays unitedairlines,negative,0
besides landing plane overall customer service experience poor late flight rude workers plus missing luggage,negative,0
seriously system,negative,0
every time fly jfk even speed work waiting min nogood,negative,0
resolution,negative,0
never flying guys customer service awful,negative,0
want get home wednesday joke hrs cancelled flightlations delays enough,negative,0
disappointed cc purchased ticket online w voucher charge full amnt would hold price refund unacceptable,negative,0
dispatcher keeps yelling hung,negative,0
hold min couple rings mailbox set yet customer service forwarding cell phones c mon,negative,0
dinner reservations minutes trying get since breakfast onholdwith,negative,0
file loc tjycqh bag airport since last nite scheduled get pu unt aft u shld b ashamed disgusted w u,negative,0
tried book rwrd told couldnt bought tix usair aa choice bother aadv svc,negative,0
gave hours hold still need receipt last time promised never arrived help,negative,0
rubbish social media air two hours late flight better cancelled flightled,negative,0
supposed little rock morning,negative,0
good word describing angry pissed customer made,negative,0
sato rebooked upset travel office fix,negative,0
messaged requested called baggage team still newark please help let know next steps,negative,0
doubt p amp r still held captive ground dca little communication front would b nice,negative,0
problem issued position today gate option upgrade good,negative,0
service awful boston pay extra dollars supposed dissatisfied mad,negative,0
cdg las hours luggage sfo wearing clothes hours thank flythefriendlyskies,negative,0
warm weather hubs means mexico us go anywhere else since lost bags hope attempt rectify,negative,0
said could move thursday flight free call number hang,negative,0
try get customers destinations help get another airline flights days,negative,0
anyone answering phone morning iflyswa hold minutes counting,negative,0
loyal premier platinum member lack communication really bad also see taken yet,negative,0
would charge money transfer points someone,negative,0
vx use lga slots instead today adding aus makes less likely,negative,0
would pay reactivate points useful certain flights even worth,negative,0
unload flight jetway broken steps planb waiting nearly hour,negative,0
wi fi aircraft work entire ord dca flight morning,negative,0
thanks terrible service stranded mdw days amp find confirmation rebooked flight mke,negative,0
remember business pleasant experience means tell friend bad experience means tell everyone see,negative,0
appreciate,positive,1
pay cab back airport show baggage dept wet shirts suit viable option nd time happened,negative,0
horrible lost carseat expect us use loner carseat safety regulations say illegal use used car seat,negative,0
apology necessary wind delta xoxo,positive,1
ewr mco made unplanned landing pressurization failure worst pain ever felt thought going pass,negative,0
something like hear hopefully staff resolve amp way asap ml amp still resolved,negative,0
wins top marks customer service via twitter turned poor experience positive many thanks effort,positive,1
heart southwest commercials aimed satisfy nano smattering travelers destinations,negative,0
ccndjp send screen shot systems error email address provided,negative,0
hold hours,negative,0
worries time flew terminal taking thanks,positive,1
yup happens way often times last months,negative,0
frequent user congrats u lost bags years problem today staff rude still bag,negative,0
still think american airlines great would like treated better loyal customers first right,positive,1
thanks offering service guys,positive,1
jetway felt disrespectful never treated way particularly trying good c,negative,0
yes file claim soon carousel stopped without bag got email found sched delivery,negative,0
responsible replacing,negative,0
breathing heavily super helpful thank,positive,1
thanks gang mind ask handle social media house,positive,1
thank,positive,1
issue lack consideration announcement made late flight gate agent hour,negative,0
getting us need acceptable mention cancelled flighting meetings interviews client,negative,0
physically impossible make airport flight scheduled leave less hours,negative,0
u guys b kidding help anywhere hour delays still answers bad cust service idlovetoask,negative,0
thanks needing way make austin trips dca come,positive,1
left comment customer care thanks contacting,positive,1
worst agents us ft lauderdale airport passengers stand line getting status alerts amp still make announcement,negative,0
hold min far trying book seat infant price increased meantime,negative,0
wish ground operation expedient twitter response team delay got extended,negative,0
gate agent jan l phoenix least able get younger daughter seated near wife thank,positive,1
us feb hour plane us airways representative kim enters deteriorating picture unhelpful assurances,negative,0
thank see,positive,1
heard new flight tap pay readers accept apple pay thought impossible amp certainly emv compliant,negative,0
thank see u next wednesday fll save peanuts,positive,1
get operator hour worth calls cancelled flight delayed flight automated system go beyond message,negative,0
assistance attitude staff matter airport,negative,0
thank supervisor jeanine coworkers excellent customer service provided,positive,1
flight attendant super helpful finding bag left flight today excellent customer service name fits,positive,1
thank uxzj paid early bird sat back,negative,0
one appreciates sass gate agent gate c lga flight us irritated customers,negative,0
kidding gonna take beating apron good lookin planes,positive,1
please provide update ua flight stranded united information crew plane,negative,0
flight booking problems late flight summer travel aus cun direct flight disappear,negative,0
flew nyc sfo last week fully sit seat due two large gentleman either side help,negative,0
weeks ago today arrived miami still bag absolute disgrace,negative,0
flight delayed hours lost wallet money eat sleep yet representatives help unitedsucks,negative,0
bummer might go card instead ty response though,negative,0
best airline one better onelove southwest bestairline,positive,1
rude rude,negative,0
passengers two reservation numbers,negative,0
handled question like social media pros good practice transportation systems run friendly ais,positive,1
people getting pretty tired action solving problem plus missing day vacation skiing,negative,0
flight sitting tarmac dca waiting gate use another gate,negative,0
please hold flight us phoenix weary traveler stuck another flight tarmac issues,negative,0
looking forward flying swa friday luv airline dtw mdw tus,positive,1
fine wondering money went,negative,0
sent dm last week suit regarding error response given please answer dm tell send suit,negative,0
airlines absolute worst idea neveragain unitedairlines,negative,0
delayed twice cancelled flighted sent complaint email yet response need explanation pls notsatisfied smh unhappy,negative,0
humor aside stuck plane two hours gate bags loaded correctly gives,negative,0
misunderstood would day flight change gate agent said,negative,0
reservation made last july want know reseated happens international itineraries,negative,0
thank,positive,1
exactly flight delayed bdl dca seem get answer,negative,0
weather sun,negative,0
know one would tell coming would guess changes flights,negative,0
main supporter play jesus portrayed homosexual partner judas performs gay wedding boycott,negative,0
flight ua sitting newark waiting gate seriously threehourslate flight,negative,0
complt incompetence flt lav delay pln lnded last nite internet poor svc expect u,negative,0
like thank recognize terri p dulles going way get back raleigh flight,positive,1
figured delay listed almost hrs thanks great cheers,negative,0
hope nicer flight time try things right sold tickets connetion,negative,0
help,negative,0
sincerely regret dividend miles good things coming end,negative,0
yes plenty seats available vicky thomas refuse give one million mile flyer,negative,0
rude hiring requirement key west airport shaking head,negative,0
like,positive,1
ticket counter people helping want charge money even horrible day,negative,0
us left coats luggage anticipation cramped overhead bins,negative,0
thats weak see ya hey,negative,0
sent curious see kind comp get,positive,1
offered flight paid changed nd time done ruins cruise plans,negative,0
provides best logistics experience people india mumbai surat navimumbai,positive,1
flight cancelled flightled laguardia louisville ky stuck airport guys compensate,negative,0
makes total sense except flight full got empty seats around amp overheads half open boarded,negative,0
hot food hour flight crazy eat phl b c original connection min late flight gives phltolas,negative,0
report filed would like support active searching feels pretty passive info computer precious,negative,0
work,negative,0
im trying get dads wheelchair one answering dulles tried call back multiple times,negative,0
bring back jackson ms miss terribly around airlines horrible,positive,1
hold way long best level service provide one hour long,negative,0
would rough trip luckily virginamerica flight weather,positive,1
great experience customer service team thank luvsw list,positive,1
united club team amp got seat late flightr still sure last min ual cancelled flightlation costs yet overbooked folks get,negative,0
right tropic air san pedro belize line door due elected amp appointed hacks,negative,0
call aa even get hold help,negative,0
u cld explain disorganized inefficient company w surly obviously unhappy employees stays business,negative,0
weeks since took money left us stranded hours home rent car still helped us,negative,0
oh worries never seen today mean great card,positive,1
always surprise awfulness airline guys suck worst,negative,0
would understand weather issue bc airline maintenance sleep airport floor lose entire day,negative,0
bag still missing,negative,0
change hold music going hour loose,negative,0
need help flight weather funeral tough combination hold hour please,negative,0
thanks getting back nashville big thanks pilots baltimore flying snow landing ice,positive,1
number email purpose sending tweet,negative,0
outbound bags lbs bags returning home bag lbs logic writing machine human help required,negative,0
ua also delayed hours stretching trip way past midnight extremely exhausting,negative,0
far good week sav clt boarded departure time first time weeks perhaps time departure,positive,1
happened ur vegan food options least say ur site know able eat anything next hrs fail,negative,0
flight status updated delayed ua board,negative,0
lost luggage days ago flight vx lax iad amp calling every day response please give back stuff,negative,0
grounded montreal ua missing connection ua st louis help private jet,negative,0
education staff needed also turned away first class cabin passengers mileage plus,negative,0
rebooked cancelled flighting flight crew expired boarding unacceptable started delaying pm,negative,0
continually getting put hold painfully inexperienced people calling platinum desk,negative,0
refused boarding nexus nexus confirmed refused,negative,0
mad love nyc,positive,1
fleet fleek,negative,0
nd time occurred weeks patient choice antitrust issue,negative,0
agent split reservation cancelled flight refund credit wks,negative,0
really even looking see happened could better next time,negative,0
hits keep coming unitedfail unitedwithivy,negative,0
worries flight attendant took care,positive,1
delayed departure hrs wait passengers another flight late flight unacceptable,negative,0
friend hare get flight bc say proof bought st class tkt boarding pass,negative,0
please follow dm missing bag,negative,0
thanks credit hr delay tell customer service means lot thankful,positive,1
minutes hold waiting speak agent come usairways ridiculous baggagelost usairways,negative,0
going keep tweets coming till aa something know nothing hoping go way likely,negative,0
aa also hour late flight depart ohare luggage happy standing long line baggage svc,negative,0
happening phl lax hr delay poor communication,negative,0
ok makes sense tho since give free upgrade first,negative,0
rang wait minutes book ticket vendor fix site,negative,0
already sent feedback reps told priority speechless system,negative,0
read say cases please define example would case,negative,0
rock making watch oscars flight redcarpet oscars oscars,positive,1
honest question way ticket charlotte hub lax nd biggest city usa almost,negative,0
yes airport person told bag still nashville filed claim,negative,0
worst worst reservation policies worst costumer service worst worst worst congrats bad,negative,0
hold hrs trying reschedule flight anyone please help us,negative,0
standby far two us snow storm hitting iowa tomorrow could stuck two days,negative,0
hours landing atl amp still bags means clothes makeup unitedairlines nothappy,negative,0
thank,positive,1
really aggressive blast obnoxious entertainment guests faces amp little recourse,negative,0
sitting plane philadelphia minutes waiting get plane great service,positive,1
loving capt joe flight bos sfo fun,positive,1
believe keeping customers happy especially mistake made part,negative,0
minutes flight okc make us wait minutes cause gate empty epicfail poorplanning,negative,0
airbus seats awful recline,negative,0
waiting desk hold min counting photo desk agent phone flattering,negative,0
expect response fiscal year calendar year never,negative,0
baggage shannon never mind u work giving back,negative,0
plane jfk gt sfo sitting hours waiting push crew acceptable,negative,0
report missing baggage baggage claim leaves midnight,negative,0
pleaseeee resume direct flights fll phl want fly anyone else,negative,0
thank absolutely,positive,1
thank help taking hours reply get message middle night actually helpful,negative,0
people exit row still supposed give verbal approvals never asked flight,negative,0
cancelled flight trip instead future trip voucher drink coupon would better wakinginmemphis,negative,0
ua delayed get charged late flight say oh well,negative,0
still air deicing plane miss connect customer service helpful hoping catch next flight,positive,1
well go,positive,1
luggage flight waiting hour bags jetblue poorservice,negative,0
love admiral clubs thanks hey follow,positive,1
cancelled flightled flight person line one agent helping rebook could handed one better,negative,0
yes says deliver within hours pick line,positive,1
freezing bus circles,negative,0
awesome library,positive,1
needs train employees lease somewhat empathetic lose luggage monika mwa needs pr lesson,negative,0
flight cost happens fly problems come us times,negative,0
flight attendant never served beverage tea checked gives ua notcool,negative,0
transportation going city getting ny sometime wed sorry gonna cut,negative,0
love company staff amazing made uncomfortable situation comfortable,positive,1
thank follow,positive,1
could beginning bluetiful relationship lifeneedsfrosting,positive,1
get thru anyone phone,negative,0
status dfw ticket agent gate rude unhelpful,negative,0
updates take hours assistance love,negative,0
brother flight dfw cancelled flightled yesterday flying ont dfw today,negative,0
still waiting captain reports called times get ground crew still sitting runway evenlate flightr,negative,0
baggage person told go handling connecting flight,negative,0
ok done experience family terrible experience kind like robbed explain,negative,0
mechanical issues causes delay connecting plane ord needed wait min refused left early instead wtf,negative,0
bright side would keeping promise made hope good night thanks,negative,0
going minutes hold,negative,0
find text funny considering still sitting seats need changed,negative,0
jackpot legroom,positive,1
email twitter handle followed gmail,positive,1
got home need bag direct desk number savannah,negative,0
random delay flight chance false alarm,negative,0
current hold time speaking rep tix reissued mins long amp make option available online,negative,0
thanks,positive,1
good thanks,positive,1
missed flight flight held minutes would made watched pull away gate,negative,0
stuck plane due snow boston actually snowing boston usair flight us,negative,0
yeah guys told call website booked booked website unacceptable,negative,0
flight delayed three hours pilot never showed,negative,0
luv new luv television commercials traveled airline last year return trip nyc feltthelove,positive,1
yall really better american airlines though,positive,1
record l oaaret got email get rescheduled another flight know flight cancelled flightled,negative,0
flight dca bos heat ohno bundleup leastthebeverageswillbecold,negative,0
list preferred customer loyal swa however inflight wifi better today years ago,negative,0
thanks letting sleep dia ensure ruin much vacation possible wait fuck unitedairlinessucks,negative,0
great day air,positive,1
five times last count,negative,0
tried calling multiple times wait finally connects get hung,negative,0
thank got different flight chicago,positive,1
thanks fill form soon land like duped hope appreciate feedback amp better,negative,0
really u gave scotch rocks control drunk would let sister change seats grouping,negative,0
amazing really,positive,1
digging new mileage earning plan would earn miles changes award ticket prices,negative,0
great flight cabo last week family smoothflight frequentflyer,positive,1
beyond frustrated sked change seats earlier departure double layover course seats cust svc help,negative,0
h waiting get bag h flight delays plus hrs delay way never flying,negative,0
guys really suck spent minutes phone linking credits account still,negative,0
flight ua taking delayed hrs passengers miss flight tel aviv,negative,0
going file formal complaint never happened please direct us right department,negative,0
foodallergy community want continued loyalty need better perhaps training,negative,0
sent dm continue wait hold rep servicing,negative,0
able send dm good,positive,1
get gate ua turrible,negative,0
sent dm details thanks,positive,1
blaming flight luggage debacle luggagegate,negative,0
delayed hours missed connections due mechanical issues st flight rebooked please call,negative,0
disappointed partner communication extremely late flight flights really around horrible,negative,0
flight major city already cancelled flightled hours departure due weather backup planes,negative,0
option even getting call back,negative,0
flight ord let know found via app minutes landing awful flight,negative,0
flight rsw tonight amp twin year olds pilot row stayed help get boys amp bags lifesaver,positive,1
thank thanks accommodating,positive,1
learn listen customers want want asks customer want,negative,0
called weeks ago adding flights elevate still shown help,negative,0
also thanks prompt replies really impressed brushing much appreciated,positive,1
cost day vacation hotel stay day dog boarding day airport parking,negative,0
take longer get gate flight takes minutes flying time minutes runway far,negative,0
expiring offer buy transfer united mileageplus miles discount many offers year,positive,1
customer relations dept one way e mail allowing responses helpful,negative,0
hold hours wife flight cancelled flighted,negative,0
rebooked sucked big time crappy layover customer service sub par,negative,0
sympathy offered holding reservation monday night pretty awesome ask,negative,0
clue place stay,negative,0
thnx lo,positive,1
officially worst customer service airline ever dealt southwestairlines poor,negative,0
three hours delayed flight staring blank screen least heads could download movie,negative,0
worst experience ever unable help phone told last min cabin crew unavailable flight never usairways,negative,0
share value common,positive,1
oh great hour delay get sit plane another hour without moving flight awful,negative,0
yes lots terrible customer service newark despite raising complaint ignored hence tweet,negative,0
thanks follow glad get bag back,positive,1
cancelled flightled need locate baggage,negative,0
big thanks mn kn patiently clarifying united domestic world,positive,1
finally starting come minutes communication acceptable letting today,negative,0
remember let pm flight seats available flight delayed worst airline badservice,negative,0
literally worst flying experience life flown lot,negative,0
flight attendant regains karma giving big sweaty dad cold water guy running amp carrying daughter last one onboard,positive,1
wont waive fees flight cancelled flightlation due neptune use credit fee couldnt reach destination notmyfault,negative,0
flight cancelled flightled reach anyone phone ticketing agents safe assume rebooked,negative,0
cool weather delays etc lying deceiving passengers keep changing reprehensible yousuck,negative,0
cancelled flighted flight delays lost luggage worst disgraceful awful company horrible service,negative,0
provided best service today thank much,positive,1
really bumped gold status asked pay keep get fewer miles worth,negative,0
flight tomorrow cancelled flighted guys keep letting,negative,0
us feb arrive hrs late flight checked car seat missing replacement available yet arrive hours late flightr,negative,0
giants virgin america match made heaven,positive,1
thanks think got figured,positive,1
flight dallas jacksonville fl cancelled flightled one notified going,negative,0
link helpful put touch management,negative,0
thanks effing holidays missing full day skiing due baggage team incompetence,negative,0
delete return ticket europe blame show airline joke times happened times,negative,0
flight delayed hours gf meals despite early request attendant seat fell leg badservice,negative,0
guys operate world class company thank,positive,1
nope regular line multi x faster literally direct wheelchairs strollers line ems,negative,0
changed last name mileageplus acct site hour hold mins days amp change yet,negative,0
dear swa fly lot time amazing today unacceptable sitting midway delayed min,negative,0
standby line update online app either troubling,negative,0
much help disappointed customer service,negative,0
otis baggage claim bay happy nearly pissed,negative,0
obviously see agent booked us tomorrow morning hotel transportation pregnantwithtwins stranded angry,negative,0
received voucher want improve relations front passengers,negative,0
congrats vx new route,positive,1
running one flight mins next flight sat plane hour,negative,0
pple great job w madness however systems need help appreciate hard work amp push b better,positive,1
aware airbus fleet sucks rather fly c full rubber dog shit,negative,0
thank help adam awesome gate agents b las getting us home,positive,1
got gate time watch plane push back minutes needed glad relatives nearby,negative,0
glad know flying luv airline tomorrow,positive,1
love get agent phone automated system hangs,negative,0
case id,negative,0
school trip including sleep airport different standby flights good,negative,0
thank twitter says dm someone unless follow follows twitter,negative,0
thank second flight already got bumped st love,positive,1
flights keep getting delayed cancelled flighted information worst customer service ever,negative,0
still waiting find rep working hard upset wait tomorrow pm get mammoth,negative,0
flight home cancelled flightled today way get another flight nyc texas hour wait call back airline,negative,0
thank handling glad southwest cares flyers think,positive,1
going rectify please direct complaints department stickingtodelta,negative,0
friends boston stuck denver name jane please contact,negative,0
apologies help would nice supvsr sally cle offered one usual gr southwest customer service love,negative,0
need reported complete disregard paying customers donotflywiththem,negative,0
never got flight austin houston time connection ever ever,negative,0
yes agents last minutes one agents rude thankfully ladan nice,negative,0
bougth ticket fligths twice dont refund money big problem company refund money dont u pay back,negative,0
wife two new destinations stuck dc monday bags,negative,0
sitting ua getting delayed operations find captain ridiculous united,negative,0
unbelievable hypocrisy,negative,0
u might imagine former pilot particularly touched gesture please let fo know keepingtraditionsalive,positive,1
give us information attitude,negative,0
great news,positive,1
advised turn issue police due sexual assult thank allowing plane,negative,0
united flight ever time americanisbetter,negative,0
thx note flight cancelled flightled today booked go another carrier,negative,0
yes always treat fly guys,positive,1
still like united airlines,positive,1
check reservation joe watson kelsey jennings hold hours waiting call back eta,negative,0
yes needed plenty assistance received none,negative,0
good k team nothing short amazing everything,negative,0
started flight scolding using overhead bin offered person seated next,negative,0
americanairlines says bags left miami returned following mechanical glitch gt gt,negative,0
chances actually flying charleston today cold rainy weather south places,positive,1
yet supposed get early evening tonight want go store buy new necessities,negative,0
cancelled flightled flights fort lauderdale philly usair flights got philly problem wtf wrong sw,negative,0
would lovely great people working organization,positive,1
ua inbound flight dep time gets closer push back min hrs,negative,0
folks executive platinum desk great pros understand displeasure change fees switch sw,positive,1
new slogan want arrive time pick us,negative,0
cancelled flightled flights refused give voucher despite flights days neveragain,negative,0
better better passengers flight jfk pwm,negative,0
human contact mths cust relations refund dept ever problem u humans talk,negative,0
sir rt fleet fleek,negative,0
son flight cancelled flightled today hold hours avail help rebook,negative,0
hilarious,negative,0
usairways lost passenger today upholding promise excellent customer service,negative,0
consolation bags somewhere else real impediment going different vacation,negative,0
cool thank,positive,1
even bother catering dog food one eat,negative,0
bag complete lack respect called hung daughters bag,negative,0
boss,positive,1
never got update worst communication u flight delay mechanical word poorservice,negative,0
poor customer service thru cxl flights flew,negative,0
haha boarding pass b boarding plane gate agent told go g worries,positive,1
amp seats together fees seems taking flight least wave,negative,0
hold today connecting passengers coming delayed flights,negative,0
hardly call going miles miles ticket cutting edge perk,negative,0
let also pls flight live tv ua den ewr watch oscars,negative,0
left bag houston last night freezing cold memphis idea see tomorrow,negative,0
hello united take care call center mexico city office terrible attitude lady helping,negative,0
always tell everyone fly southwest congratulations,positive,1
frustratingly delay happened either gate even onboard aircraft heads advance,negative,0
u horrible people say sleep,negative,0
thank,positive,1
stranded bwi two diversions cust service transport dumped terrible customer service,negative,0
tell waited mins charged phone change fee even tho allow make change online,negative,0
nice would helpful flight attendants instead rude nasty ones employ whyareyouyelling,negative,0
flight booking problems c ld times select manage flight booking problems months emailed response help,negative,0
disappointed service level staff communication bummer,negative,0
customer service line keeps telling call back late flightr disconnects talk someone flight,negative,0
hours cancelled flight change itineraries booked online hours impossible scenario,negative,0
company values customer amp reading tweets one feels way lostmybusiness,negative,0
must stop relationship become greedy heartless long term relationship,negative,0
pleased premier platinum,positive,1
discovered flight cancelled flightled yesterday pm finally notified us flight cancelled flighted,negative,0
hours hold issue still resolved hope make flight hours every minute talk minutes hold,negative,0
understand another plane available full day till departure unacceptable phoenix,negative,0
longer change trips companion online years get message done online,negative,0
amp asked wanted tea tea amp coffee gold united amp coffee nvr think x,negative,0
emailed customer care via website form long wait rachelle resolved issue still irritated w united,negative,0
thanks delaying flight hour boarding us onto flight reeks vomit cleaned properly,negative,0
getting better suggest get senior manager gate retrain gate people,negative,0
nope apparently way guys business guess flying southwest blue,negative,0
thanks ruined vacation poorly maintained aircrafts fly safely stt ua cancelled flightledflight,negative,0
thank tip,positive,1
rude arrogant gate personnel uncalled unprofessional theworst,negative,0
thank appreciate,positive,1
claims flight cancelled flighted due weather destination delta cancelled flighted flight route,negative,0
flying buf bos missing captain really delayed til happy,negative,0
hours hold answer guess synergy merger really planned,negative,0
flight amazing best flight ever kidding service incredible,positive,1
worst customer service ever experienced never fly airline ever pay sleep philly fuck,negative,0
epic fail clt ystrdy w cancelled flightled flights staff communication amp refund unused portion tix keep classy guys,negative,0
absolute worst experience ever,negative,0
flight ord gate agent tried prevent taking onboard bag used years flight crew reasonable,negative,0
bad weather multiple cancelled flighted flights us scared noted next time,negative,0
great thank,positive,1
stranded miami automated system keeps hanging two days help,negative,0
aforementioned pilot sure want merge patron hitting hoodlums,negative,0
hrs late flightr still home hotel rental car etc yr old happened customer service first priority,negative,0
half assed plane falling apart one tell family love dobetter,negative,0
even mean taking letting elite customers paid seat fill seat go empty anyway,negative,0
would hard worse last time sure give shot,negative,0
require us memorize five word phrase remember hear another six million options,negative,0
vacations get cancelled flightled hold minutes still havent talked anyone failure,negative,0
thank,positive,1
hold hours calling since monday flight today need help worst noexcusesaccepted,negative,0
yes like need luggage tomorrow morning,negative,0
twitter team guys killed rescheduling asap thank,positive,1
thanks,positive,1
stellar customer service earned business attention detail,positive,1
far getting maybe bag come today know website says status unknown help,negative,0
cheap afford run ac ua took pressure cooker new level cheap worstairline,negative,0
bad customer service nyc weeks ago thinking moving,negative,0
really going let get best,negative,0
already booked tickets august th th wait vacation,positive,1
first class cockup,negative,0
story starts two hour delayed flight makes miss connection miami,negative,0
need know ill able reach ind today rather stay maf fly dfw amp find travel,negative,0
us uh oh gate truck come us,negative,0
wtf flight delayed go board boarding pass disappeared southwest app,negative,0
rampers gate b dfw waiting marshaled,negative,0
still bag clt airport originally told would pm,negative,0
think get faster response twitter call,negative,0
great well deserved,positive,1
gonna miss connecting flight delayed flying boston,negative,0
msp w employees trying check several hundred line crazy might miss plane sure thank employees,negative,0
sitting charlotte airport hours waited crew maintenance neveragain,negative,0
upset hometown airline stuck den flt cancelled flightled others got new flt info,negative,0
waited mins baggage mdw gt mem flight service suspended drink,negative,0
company hell consideration customers give hundreds millions dollars per year smh,negative,0
lucky people like annamarie norris bwi hope get recognized excellent cust service,positive,1
lost bags cancelled flightled flights delhi call centers poor united staff spread thin stressed name,negative,0
amazing flying miles unitedairlines amp alliance last year still got jilted status moneyelsewhere,positive,1
boarding yet depart thanks response,positive,1
seriously shared concerns four times already avail geeeeezzzzz frustrated flyer,negative,0
awesome photos thanks sharing,positive,1
help need speak live agent lose online reservation held,negative,0
need actual person customer relations refund call dispute charge credit card,negative,0
late flight crew btv last nite delayed todays flt miss connection cun play hotel tonight ewr,negative,0
v nice give breakfast voucher airport almost got whole drink,positive,1
customer service ment anything would try quoting policy never effective customer service,negative,0
hours got disconnected,negative,0
able without reflight booking problems recharging amount plus fee help phone spoke agents amp jeanine,negative,0
intentionally buys flight hour layover kind airline would charge fix wow usairways,negative,0
going need answer phones hold hour okay,negative,0
btw managed time departures time destination amp take away year old kids bag,negative,0
never rec cancelled flightlation notice left w options fly ps driving la red eye mon w kids,negative,0
thank,positive,1
club den east west disgusting,negative,0
system affected weather,negative,0
traveling guests mileage plus member using members miles great customer service,positive,1
thanks fresh food cross country flight making connection close time eat tpa dfw lax,negative,0
worst customer service ever rebooked tues seat available mon wtf contact,negative,0
yall tried fleet fleek,positive,1
would contact discuss poor experiences customer service would give shot,negative,0
personal touch known aa cool perks blaming understaffing weather hr hold times,negative,0
guys let four hour delay honolulu houston thanks train wreck issues coming,negative,0
hello flight cancelled flightled destinationdragons one desk kci knows fuck happening,negative,0
monopoly mean treat frequent fliers like crap,negative,0
agent reservations contact instead asking waste time sitting phone hours,negative,0
nd time row charged plane ticket united check cc everytime,negative,0
missing points one account spread four assuming create accounts,negative,0
rd party service use sell tickets ripped excellent service united offering,negative,0
u bother following booked understands cust srv provided lunch delays amp upgraded seats,negative,0
please follow faa guidelines regarding bumping acceptable give voucher fare,negative,0
reservation sync mean hold w customer service min want idea,negative,0
let real nice love awesome service u people working customer service line,negative,0
stand baggage claim hour waiting bag knew never made plane,negative,0
great first night destinationdragons,positive,1
know luggage seriously,negative,0
would kill give seconds bad muzak instead constant commercials hold,negative,0
swa low fares time service great manufactured quirkiness mmm much signed captiveaudience,negative,0
wont transfer flight ticket accompany yr old active military mom emergency brain surgery wow,negative,0
yeah lot questions number one dare,negative,0
long reply,negative,0
guys need live chat,negative,0
one yuma ticket counter minutes people line terrible service,negative,0
good know three sets travelers mins standing waiting mins pass,negative,0
much status ep million miles revenue first class ticket im sitting coach thanks rude cs staff,negative,0
u worst airline ever figure merger dontmakemegooutside,negative,0
baggage system hung twice many callers need find husband bags,negative,0
need change ticket res changed online also get call due high volume u help,negative,0
hold hrs,negative,0
whenever cheat goes horribly wrong promise stray anymore talking,negative,0
would drive hours jfk board jetblue vegas instead closer hartford airport cramming seats plane,negative,0
guess able anything improve time looks even late flightr going zombie tomorrow,negative,0
redirect flight without telling service abysmal,negative,0
meetings california luggage,negative,0
thanks reply saw particularly helpful hungry vegetarian flying specific flights shrug,negative,0
guarantee parents sit children sell tickets promise jetblue,negative,0
hoping spare c tomorrow ship board sched aircraft delayed previous flts,negative,0
boyfriend supposed home saturday flight dc cancelled flightled yet please get home,negative,0
hmm looks like looked tweet last month one able get u k agent help thanks,positive,1
eri ord express connections hugely popular could eri ewr hop,negative,0
overflowed armrest legs sprawled refund choice grossedout,negative,0
fine automatically changed connecting flight miss work,positive,1
wife amp infant daughter aa abi dfw en route delayed hold aa rdu connect,negative,0
hour gate,negative,0
flight phx lax wheels stop glad home thanks professionals front cabin,positive,1
flight scheduled pm departure still says time plane gate update long delay,negative,0
ask new colleagues handled us feb expect made whole check complaint inbox,negative,0
mind getting next flight,negative,0
please stop asking week place bag size check itfits,negative,0
also gave hr minutes hold maybe put people,negative,0
absolutely disappointed lack service lost bag even deliver told would happen,negative,0
get giving inaccurate misleading info seem like great way hopethegearmakesitintact,negative,0
matter directed principle matter gate checked stroller,negative,0
fly back charlotte different airport guys flexible like airlines,negative,0
love guys even comcast better phone help system simple callback system would fix problem,negative,0
way receive refund trip cancelled flight online instead calling phone lines super busy,negative,0
sorry sad answer fully refundable first fare response weeks aa future,negative,0
thank,positive,1
incredible view smooth flight ways even tho turbulence pilots rock,positive,1
tomorrow flight cancelled flightlations dfw aa flights posted lax,negative,0
